id_noticia,ano,titulo,cluster,tsne_x,tsne_y,menciona_eletrico,menciona_hibrido,menciona_autonomo,menciona_diesel,menciona_suv
131554,2016,Honda Odyssey 2018 tem primero teaser divulgado,2,30.457836,53.41381,False,False,False,False,False
132078,2016,Os 10 carros mais legais que dirigimos em 2016,0,-11.206909,-18.083761,False,True,True,True,True
131964,2016,Fiat convoca 500 para recall em pedal da embreagem,5,23.534868,21.109766,False,False,False,False,False
131715,2016,Peugeot não deve participar da próxima edição do Salão de Frankfurt,5,15.913476,2.872724,False,False,False,False,False
125858,2016,Brabus transforma Sprinter em van executiva de alto luxo de R$ 810 mil,5,-1.195229,-0.70284575,False,False,False,False,False
129552,2016,Honda Civic é o automóvel mais vendido no Canadá - veja o ranking,2,32.276196,11.97637,False,False,False,False,False
131761,2016,Lexus NX200t tem 515 unidades convocadas por falha no freio,5,9.759311,1.7369717,False,False,False,False,False
125982,2016,Novo Honda City Hatch tem primeiras imagens do interior reveladas,2,28.885225,54.255875,False,False,False,False,False
125379,2016,Nissan Sentra ganha versão SR turbo com visual esportivo e 190 cv,4,-1.5479007,-42.842148,False,False,False,False,False
132086,2016,Flagra - Renault Captur já roda emplacado em Santa Catarina,0,25.317898,-26.546677,False,False,False,False,True
131146,2016,Raridade - Fiat Coupé com apenas 1.300 km está à venda no Reino Unido,5,25.548292,21.167,False,False,False,False,False
131935,2016,Novo Chevrolet Tracker LT 2017 é exposto em shopping,4,-0.9485307,28.648973,False,False,True,False,False
124261,2016,"Recall: Mercedes convoca 3,5 mil unidades de Classe C e GLK no Brasil",5,-15.1796875,-65.484116,False,False,False,False,False
123555,2016,Hatches compactos: Fit lidera e New Fiesta tem pior resultado da história em fevereiro,5,-2.2619834,-1.3525754,False,False,False,False,False
126660,2016,Distrações ao volante: CESVI lista principais causas e efeitos,5,-1.6132191,-0.20626666,False,False,False,False,False
125801,2016,"Recall: Volkswagen convoca Gol, Voyage, Saveiro e Up! por falha no airbag",5,-15.908908,10.038077,False,False,False,False,False
130412,2016,Vídeo - Tempestade de neve provoca caos generalizado no trânsito,5,3.4853199,-10.363467,False,False,False,False,False
128702,2016,Tocada de Verstappen na chuva em Interlagos rende comparações com Senna,5,25.905842,-55.520267,False,False,False,False,False
130061,2016,Kia GT 2018: sedã de tração traseira estreia em janeiro - veja teaser,0,-38.85509,52.205437,False,False,False,False,False
125698,2016,Audi A3 Sportback ganha motor 1.0 TFSI três cilindros na Europa,5,-54.64165,-35.99593,False,False,False,False,False
125110,2016,Fiat Doblò 2017 chega apenas com motor 1.8 e preço inicial de R$ 76.890,5,21.582067,19.166622,False,False,False,False,False
123259,2016,"Desenvolvido no Brasil, Ford Ka está oficialmente confirmado para a Europa",5,-54.129406,10.757898,False,False,False,False,False
132188,2016,Vendas na Europa continuam a subir em novembro,1,39.347794,10.431242,False,False,False,False,True
127822,2016,Nissan Note e-Power é um elétrico que não precisa recarregar,0,-1.8245953,-45.589333,True,True,False,False,False
132144,2016,Nissan usará conectividades dos carros para melhorar pós-venda,5,2.2921069,-41.404503,False,False,False,False,False
123871,2016,"Teste CARPLACE: novo VW Jetta 1.4 TSI desafia o ""primo rico"" Audi A3 Sedan",5,-55.423943,-37.48904,False,False,False,False,False
121707,2016,FCA apresenta central Uconnect com Android Auto e Apple CarPlay,5,3.6493185,-1.3813623,False,False,False,False,False
125682,2016,Land Rover Discovery 2018 é revelado por completo - veja fotos e detalhes,5,-16.116423,-31.430996,False,False,False,False,False
125938,2016,Novo Hyundai Elantra chega ao Brasil em três versões a partir de R$ 84.990,4,-6.633576,64.11682,False,False,False,False,False
131299,2016,FCA conta os dias para celebrar liderança nas vendas em 2016,5,31.997906,16.159214,False,False,False,False,False
132388,2016,Mercedes-AMG S63 de Queen Latifah é roubado em posto de gasolina,5,-19.624426,-60.71333,False,False,False,False,False
128161,2016,Salão do Automóvel: Renault apresenta conceitos Sandero RS Grand Prix e Duster Extreme,5,23.610771,-21.54012,False,False,False,False,False
128099,2016,Salão do Automóvel: Mitsubishi ASX 2017 ganha cara nova e mais opções de acabamento,5,5.860589,-30.993471,False,False,False,False,False
125730,2016,Novo Civic Sedan estreia na Europa com motor 1.5 turbo de 182 cv e opção de câmbio manual,0,-5.7726574,7.8978415,False,False,False,False,False
132393,2016,Hyundai Creta indiano deve se inspirar no brasileiro e ganhar stop/start,0,-16.559769,61.901554,False,True,False,True,False
125051,2016,Audi apresenta acessório para carregamento sem fio de iPhone,5,-54.763752,-36.8217,False,False,False,False,False
129050,2016,SEM DX3: SUV compacto chinês surpreende com estilo assinado pela Pininfarina,5,-11.960505,-6.086075,False,False,False,False,True
125073,2016,"Flagra: sucessor do Discovery 4, novo Land Rover Discovery 2017 é pego na rua",5,-15.895884,-31.245281,False,False,False,False,False
130913,2016,Trailer de Velozes 8 surpreende com Toretto vilão,5,-0.8157651,-78.41089,False,False,False,True,False
131892,2016,"Rival do Prius, Hyundai Ioniq tem consumo médio de até 24,6 km/l",4,-23.190794,-9.555297,False,True,False,False,False
124427,2016,Teste CARPLACE: Audi TTS adiciona potência e tração na receita do cupê,5,-55.013103,-37.31895,False,False,False,False,False
126152,2016,"Ruim de loja, Volkswagen Jetta Hybrid deixará de ser oferecido nos EUA",5,-16.79991,7.442638,False,False,False,False,False
126033,2016,"Sonho de consumo nos anos 90 no Brasil, Kadett completa 80 anos de história",5,-5.212709,-4.0925145,False,False,False,False,False
123787,2016,Avaliação: Hyundai Azera 3.0 V6 é um dos últimos moicanos,5,-15.786051,59.436047,False,False,False,False,False
125872,2016,Intermot: Conheça a nova Honda CBR 1000RR em detalhes - fotos e vídeo,2,29.712511,52.973385,False,False,False,False,False
122476,2016,Fez até geladeira! Confira a história dos 91 anos da GM no Brasil,5,3.8954804,6.5401807,False,False,False,False,False
123510,2016,"Mistura de SUV e minivan, a nova (e bela) Renault Scenic estreia em Genebra - fotos",0,23.441343,-21.640297,False,False,False,False,True
131041,2016,Subaru Impreza desbanca Prius e é eleito Carro do Ano no Japão,5,-3.253164,-5.4495883,False,False,False,False,False
126436,2016,"Segredo: Novo Renault Mégane Sedan virá ao Brasil, mas ""no momento certo""",5,23.403109,-22.10259,False,False,False,False,False
122832,2016,"Indefinido no Brasil, Fiat Tipo será lançado no México como Dodge Neon",5,23.592731,18.603157,False,False,False,False,False
130208,2016,Assista ao vivo aos Autosport Awards aqui conosco!,5,21.06065,-47.10303,False,False,False,False,False
123541,2016,Jeep Cherokee fica R$ 30 mil mais barato - veja outros modelos da FCA com desconto,5,36.350513,-4.050032,False,False,False,False,False
126037,2016,Novo Citroën C4L tem primeiras fotos oficiais divulgadas,5,44.527718,-18.072567,False,False,False,False,False
125770,2016,"Honda PCX chega à linha 2017 com novas cores e preço inicial de R$ 10,3 mil",2,30.15585,50.688152,False,False,False,False,False
125048,2016,"Irmã da Chevrolet S10, picape Colorado 2017 ganha cinco estrelas em segurança",5,3.9624684,17.716122,False,False,False,False,False
125582,2016,Pesquisa: veja quem são os novos compradores de SUVs,5,-1.861646,-0.45774072,False,False,False,False,False
125047,2016,Próximo BMW i3 terá menos fibra de carbono para ficar mais barato,3,-69.146324,-10.341112,False,False,False,False,False
131129,2016,"Toyota C-HR é lançado no Japão com preço inicial equivalente a R$ 72,4 mil",4,-9.572104,40.642624,False,True,False,False,True
125828,2016,Novo Chevrolet Cruze 2017 é lançado a partir de R$ 89.990 - veja versões e preços,4,4.359059,20.217024,False,False,False,False,False
131504,2016,Lamborghini Aventador S 2017 chega com 740 cv e rodas traseiras esterçantes,4,-15.359272,-14.362197,False,False,False,False,False
128176,2016,"Volkswagen Golf estreia visual renovado, motor 1.5 TSI e novo câmbio DSG",0,-30.722694,24.772326,False,False,False,False,False
131555,2016,Fiat Ducato nacional tem produção encerrada e pode vir do México,5,26.392368,16.678188,False,False,False,False,False
132133,2016,Hyundai CAOA oferece HB20 com desconto de até R$ 7 mil,4,11.025032,14.137215,False,False,False,False,False
123418,2016,VW Phideon: novo sedã grande é para dono andar no banco de trás,5,-4.0276456,0.49273518,False,False,False,False,False
131176,2016,Torino 380 Concept é recriação de sedã argentino da Renault,0,18.837652,-17.480608,False,False,True,False,False
123031,2016,Volta Rápida: Toyota SW4 se reinventa para encarar concorrência premium,5,-12.08495,33.53625,False,False,False,False,False
131344,2016,Nova perua? Volkswagen Arteon pode ganhar carroceria Shooting Brake,0,-23.868338,7.1046247,False,False,False,False,False
125578,2016,"Americano roda 1,6 milhão de km com Toyota Tundra e ganha modelo 0km",5,-4.6630282,4.809346,False,False,False,False,False
122629,2016,Novo BMW X1 montado no Brasil chega em março com motor flex,3,-68.68383,-9.378653,False,False,False,False,False
131341,2016,Veja a revelação da Ferrari J50 no Japão - vídeo,5,14.194701,-62.81509,False,False,False,False,False
131149,2016,Lamborghini Murciélago é destruída pelo governo taiwanês,5,-5.176721,-14.895018,False,False,False,False,False
121783,2016,Vídeo: motorista de Lamborghini tenta a sorte ao atravessar alagamento,5,-5.2984757,-15.142605,False,False,False,False,False
126687,2016,Sedãs grandes mais vendidos: Fusion emplaca 10 vezes mais que vice-líder no 1º semestre,5,-2.0647202,-1.8594517,False,False,False,False,False
127697,2016,Comparativo Onix Joy Vs. Gol Trendline: Disputa racional,4,-26.955729,-4.003271,False,False,False,False,False
131566,2016,Recall - Jeep Cherokee é convocado por falha no câmbio,5,36.253754,-1.8573267,False,False,False,False,False
130296,2016,Mais de 90% das vendas de Fluence em novembro foram para PJ - veja o top 50,1,75.65685,17.337154,False,False,False,False,False
125535,2016,Novo Nissan Sentra 2017 chega às lojas em junho somente com câmbio CVT,5,-1.3776991,-42.70214,False,False,False,False,False
130167,2016,IPVA: Governo de SP não enviará carta a partir de 2017,5,12.807557,-7.356378,False,False,False,False,False
122713,2016,"Triumph atualiza a Tiger Sport 1050, rival da Kawasaki Versys",5,0.0036732075,1.1157781,False,False,False,False,False
125179,2016,"Jeep Renegade agora tem nova cor ""Cinza Antique"" por R$ 1.400",5,36.734318,-3.9197233,False,False,False,False,False
125304,2016,BMW Série 7 de Vladimir Putin se envolve em acidente e motorista morre - vídeo,3,-69.06661,-10.919293,False,False,False,False,False
123264,2016,Invencível: vídeo mostra Hilux sendo atacada por rinoceronte,5,1.3538417,-10.083679,False,False,False,False,False
132299,2016,"Freios automáticos evitaram mais mortes no atentado em Berlim, diz site",5,3.0433183,-7.6034007,False,False,False,False,False
131779,2016,"Citroën C3 WRC, para o Mundial de Rali, aparece em Abu Dhabi",5,47.136837,-19.931835,False,False,False,False,False
122353,2016,Toyota Corolla foi o carro mais vendido no mundo em 2015 - veja lista,5,-14.985726,40.78731,False,False,False,False,False
125907,2016,"Volta Rápida: Na terra com o Fiat Mobi Way, suspensão é ponto alto",5,23.706015,19.196226,False,False,False,False,False
125044,2016,Ford EcoSport 2017 fica mais caro e agora parte de R$ 69.800 - veja preços,5,-57.04323,10.67122,False,False,False,False,False
125387,2016,Honda Fit e HR-V chegam à linha 2017 mais equipados - veja preços,2,29.739305,51.435238,False,False,False,False,False
130394,2016,Hatches compactos – Peugeot 208 é único a crescer em relação a 2015,1,73.75452,-13.947009,False,False,False,False,False
131269,2016,Porsche liberará licença para ter seus modelos em jogos,5,-34.740753,-44.207623,False,False,False,False,False
125310,2016,"Insólita, Yamaha MT-09 de três rodas deverá ser lançada em 2018",5,50.202744,43.39678,False,False,False,False,False
124135,2016,Avaliação: Yamaha MT-09 Tracer e BMW S1000 XR - o fascínio das novas crossovers,3,50.844833,44.10583,False,False,False,False,False
123157,2016,Praieiro moderno: Citroën C4 Cactus ganha versão Rip Curl e Grip Control,5,44.81727,-18.104465,False,False,False,False,False
130243,2016,Vídeo mostra os detalhes do novo Ford Fiesta 2018,0,-49.486637,16.224308,False,False,False,True,False
131943,2016,Nissan Frontier encarna espírito natalino e vira ajudante de Papai Noel,5,-9.128317,-51.77851,False,False,False,False,False
131610,2016,Limite de velocidade nas marginais em SP volta a subir em janeiro; veja detalhes,5,9.763488,-5.2527685,False,False,False,False,False
131888,2016,"Triumph libera teaser da nova Street Triple 2017, que será apresentada em janeiro - vídeo",5,38.452324,32.7808,False,False,False,False,False
132069,2016,Ken Block brinca na neve com uma Ford F-150 Raptor,0,-52.90135,28.045,False,False,False,False,False
131226,2016,"Aguardada no Brasil, Kawasaki Versys-X 300 tem preços a partir de R$ 18 mil... nos EUA",4,39.400517,34.61594,False,False,False,False,False
128266,2016,Salão do Automóvel: T4 Xtreme é um conceito Troller com toques de Bronco,0,-62.741913,15.328649,False,False,False,True,True
122206,2016,BMW Motorrad passa a oferecer rastreador grátis para oito modelos,3,-69.75125,-10.353566,False,False,False,False,False
131969,2016,Neto de Fittipaldi se junta à academia de pilotos da Ferrari,5,19.531542,-56.46141,False,False,False,False,False
130806,2016,Linha Volkswagen passa por reajuste de preços,4,-17.567787,20.294584,False,False,False,False,False
130462,2016,Mercedes admite que considera Alonso para lugar de Rosberg,5,22.564493,-52.27955,False,False,False,False,False
131508,2016,Pop-up stores - Jeep e Vespa se aproximam dos clientes com lojas temporárias,5,-13.074997,-29.341097,False,False,False,False,False
126661,2016,Teste: Ducati Scrambler é o MINI Cooper das motos - no estilo e na diversão!,2,40.416374,40.06396,False,False,False,False,False
131845,2016,Honda alcança 100 milhões de unidades produzidas no mundo,2,31.615606,53.95551,False,False,False,False,False
131242,2016,Euro NCAP divulga prêmio com os melhores carros do ano em cada categoria,5,38.80974,-35.51155,False,False,False,False,False
122459,2016,Especialista lista cinco dicas para prolongar vida útil dos pneus,5,-1.5886118,0.014342465,False,False,False,False,False
130030,2016,"Cruze Hatch começa a ser vendido na Argentina por preço equivalente a R$ 78,6 mil",4,1.7381905,19.60234,False,False,False,False,False
125142,2016,Harley-Davidson apresenta novo motor e suspensão para a linha 2017,5,46.02457,28.707592,False,False,False,False,False
130805,2016,Vendas globais da Kia avançam quase 10% em novembro; Brasil vai mal,5,58.919735,5.5999675,False,False,False,False,False
128459,2016,Proprietários de Tesla estão recarregando seus carros com reboque,5,-6.2100787,-11.644914,True,False,False,False,True
130544,2016,PSA investirá US$ 320 milhões na Argentina para produzir novos compactos,5,22.588593,5.267079,False,True,False,False,False
126357,2016,"Audi A3: com vendas em baixa, versões de 2 portas e Cabriolet devem sair de linha",5,-54.830727,-36.503345,False,False,False,False,False
130046,2016,Peugeot fabricará sua inédita picape média na Tunísia,0,23.811335,6.68163,False,False,False,False,False
130934,2016,Flagra: Novo Mercedes Classe E Coupe cai na rede antes da estreia,0,-21.11531,-66.79082,False,False,False,False,False
126506,2016,Jeep Renegade começa a ser exportado para o Paraguai com motor 1.8 e-TorQ,5,37.789623,-3.5759614,False,False,False,False,False
126469,2016,"Esta é a nova Honda Freed, minivan baseada no Fit - veja fotos",2,29.82837,52.661816,False,False,False,False,False
128192,2016,Salão de SP: Kia traz Cadenza GDI e Optima GT apenas para degustação,5,-38.925396,52.745888,False,False,False,False,False
129955,2016,Chevrolet confirma S10 Advantage 2017 com preço de R$ 89.990,4,4.642107,21.23524,False,False,False,False,False
126095,2016,Fiat Qubo chega a linha 2016 com retoques no visual,5,22.342348,19.66268,False,False,False,False,False
130209,2016,Mercedes-Benz revela faróis HD que projetam informações na estrada,5,-18.284948,-61.657806,False,False,False,False,False
125084,2016,"BMW 2002 Hommage ""troca de roupa"" para Pebble Beach",3,-69.89839,-12.810784,False,False,False,False,False
131452,2016,Yamaha confirma participação no Dakar com piloto brasileiro,5,50.20565,42.87333,False,False,False,False,False
125462,2016,JAC T5 ganha reestilização e interior mais refinado na China,5,-2.877819,-0.69545704,False,False,False,False,False
132301,2016,Takata pode ser multada mais de US$ 1 bilhão por airbags defeituosos,5,2.3951876,-6.539441,False,False,False,False,False
126017,2016,"Mercedes GLE ganha série 450 AMG Black Editon de 367 cv por R$ 475,9 mil",5,-22.910086,-63.082653,False,False,False,False,False
131131,2016,Chevrolet celebra entrega das três primeiras unidades do Bolt,5,-4.25137,12.326313,True,False,False,False,False
131800,2016,Triumph inaugura no Brasil sua primeira loja outlet do mundo; descontos podem chegar até 60%,5,1.1489813,1.6992903,False,False,False,False,False
130546,2016,"Dodge Challenger GT 2017 é o primeiro com tração integral, mas sem V8",4,-16.405655,-18.99885,False,False,False,False,False
129229,2016,"Ainda sobre plataforma antiga, VW CC deixa de ser fabricado",0,-24.273935,6.558425,False,True,False,True,False
126720,2016,"SUV, sedã ou picape? Kicks, Cruze e Toro respondem a dúvida dos R$ 90 mil",0,-0.23342894,-1.6319888,False,False,False,False,True
130333,2016,"""Fabricantes economizam em segurança"", diz Latin NCAP",5,39.22972,-36.12351,False,False,False,False,False
125156,2016,"Novo Honda Civic 1.5 turbo de 174 cv é lançado na China por US$ 20,1 mil",2,26.196096,56.44262,False,False,False,False,False
125372,2016,"Flagra: Fiat Toro já roda nos EUA, onde será vendida como RAM",5,17.086643,35.869762,False,False,False,False,False
131925,2016,Honda City 2018 terá reestilização para se parecer com Civic,2,24.351288,60.15507,False,False,False,False,False
131279,2016,McLaren atinge a marca de 10.000 carros fabricados,5,-7.6839237,-8.76748,False,False,False,False,False
125900,2016,"""Porsche para o povo"", Zotye SR9 começa a ser vendido pelo equivalente a R$ 42 mil",5,-33.8869,-43.532917,False,False,False,False,False
124504,2016,Audi lança novo A4 no Brasil com preços a partir de R$ 159.990,4,-53.53174,-36.606384,False,False,False,False,False
121788,2016,"Na contramão de Civic e Corolla, Fluence fica mais barato e parte de R$ 69.990",4,-10.381365,32.574852,False,False,False,False,False
124326,2016,"Teste CARPLACE: Afinal, como anda (e quanto bebe) a Fiat Toro 1.8 Flex?",5,22.80153,18.879007,False,False,False,False,False
131237,2016,Jeep Renegade e Alfa Romeo Giulia e Giulietta viram carro de polícia,5,35.77214,-4.708908,False,False,False,True,False
131949,2016,Uber transfere XC90 autônomos barrados na Califórnia para o Arizona,5,2.8521545,-6.454531,False,False,True,False,False
131184,2016,O primeiro Porsche 911 conversível será leiloado,5,-1.3305578,-81.4763,False,False,False,False,False
130097,2016,Jeep Compass mostra força na estreia e bate até o Honda Civic,5,37.54931,-1.9287903,False,False,False,False,False
130087,2016,Nikola One e Nikola Two serão os novos caminhões elétricos do mundo,5,-19.63388,-10.973237,True,False,False,True,False
131124,2016,Latin NCAP divulgará resultado de nova avaliação nesta quinta-feira,5,39.27304,-36.089447,False,False,False,False,False
125618,2016,"Teste Rápido: Audi A1 Ambition 1.8 faz jus ao apelido ""foguetinho de bolso""",5,-55.2605,-37.393654,False,False,False,False,False
122404,2016,Porsche 718 Boxster é revelado com motores 4 cilindros biturbo - veja fotos,5,-33.811535,-44.17397,False,False,False,False,False
122823,2016,"SUV mais vendido do mundo, Ford Explorer ganha duas versões inéditas",5,-53.87676,11.287393,False,False,False,False,True
122732,2016,"""As mina pira"": mulheres dominam lista de interessados pelo Evoque conversível",5,-1.1979041,-0.008708164,False,False,False,False,False
123674,2016,Teste CARPLACE: Golf GTI nacional anda mais que o importado,4,-32.410526,28.722439,False,False,False,False,False
126056,2016,Chevrolet Cruze SW: projeção prevê visual da perua de nova geração,0,2.7765212,17.851437,False,False,False,False,False
131382,2016,Primeiro Ford GT 2017 sai da linha de montagem no Canadá,5,-48.587925,-3.0373006,False,False,False,False,False
131782,2016,Motorsport.com anuncia parceria com Corrida dos Campeões,5,22.442276,-45.988808,False,False,False,False,False
123430,2016,"Este é o novo Audi Q2, que estreia com visual ""quadradinho"" e motor 1.0 TFSI - veja fotos",0,-54.70534,-35.019318,False,False,False,False,False
121994,2016,Campeões de 2015 (hatches médios): vendas do segmento despencam 42%,5,-2.1870444,-1.8663763,False,False,False,False,False
129889,2016,"Pode arredondar? Especialista alerta para riscos do ""chorinho"" no abastecimento",5,6.0398283,-11.079562,False,False,False,True,False
131624,2016,Nissan March e Versa têm nota rebaixada pelo Latin NCAP após auditoria,5,40.750015,-35.997,False,False,False,False,False
126106,2016,Yamaha vai encerrar produção da XT 660Z Ténéré em breve,5,49.741253,42.862038,False,False,False,False,False
132084,2016,Chevrolet Agile chega ao fim da linha (de vez),5,1.7661049,13.9389105,False,False,False,False,False
130165,2016,Audi A3 comemora 20 anos de evoluções,0,-53.3415,-30.661562,False,False,False,False,False
130797,2016,Lexus LS 2018 estreia em janeiro com visual inspirado no descolado LC,0,-15.590098,-10.268399,False,True,False,False,False
128882,2016,Jeep Compass chega ao mercado americano com motor 2.4 Tigershark,4,41.52755,-4.0605793,False,False,False,True,False
